loc,species,treatment,animal_id,SL,size,attraction,comment
LIRS 2016,Acantho,control,71,10,small,45.92286318,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,64,14,small,49.30276308,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,63,14,small,30.10453172,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,69,13.5,small,47.82612145,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,77,9,small,53.72671276,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,76,9,small,47.63171759,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,82,9,small,64.38131318,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,81,9,small,49.74436561,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,87,9,small,55.9330407,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,86,9,small,50.29246792,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,92,8.5,small,16.69070706,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,91,8.5,small,50.31600716,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,97,9,small,35.03263306,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,96,9,small,49.09036316,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,102,9,small,54.13148951,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,101,9,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,107,9,small,63.83229296,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,106,9,small,46.59263907,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,112,9,small,36.41310008,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,111,9,small,50.29908253,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,117,8.5,small,71.41310264,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,116,8.5,small,43.22415482,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,122,9,small,11.05309298,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,121,9,small,49.41060176,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,127,9,small,48.49551075,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,126,9,small,37.32582798,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,132,9,small,33.28140163,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,131,9,small,40.62408715,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,137,8,small,46.0427415,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,136,8,small,49.68655565,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,CO2,142,10,small,16.80103107,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,141,9,small,49.35166311,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,147,8,small,55.74179572,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,146,8,small,24.15280586,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,152,9,small,50.24556326,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,151,9,small,45.34098379,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,157,8,small,38.46637739,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,156,8,small,53.57875871,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,162,8,small,30.39752203,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,197,9,small,21.12026666,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,196,9,small,13.40578805,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,202,8,small,24.93131228,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,201,8,small,27.89839757,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Humbug,control,207,6,small,27.9748915,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,212,8,small,36.361754,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,211,8,small,49.30087628,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,217,9.5,small,31.06078172,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,216,9.5,small,33.37612294,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,222,9,small,37.34722547,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,221,9,small,43.01948224,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,227,9,small,63.1397964,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,226,9,small,42.5138097,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,232,8.5,small,53.99839939,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,231,8.5,small,48.16591851,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,237,8,small,27.14251414,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,236,8,small,53.11465125,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,242,8.5,small,31.16061196,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,241,8.5,small,46.28142461,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,247,9,small,43.66922756,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,246,9,small,52.64269392,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,252,8,small,44.36663423,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,251,8,small,33.37379386,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,149,14,small,25.79922432,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,CO2,163,14,small,26.19698293,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,224,14,small,27.31759506,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,257,8,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,256,8,small,6.628541416,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,262,8,small,18.95179201,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,261,8,small,16.09976472,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,267,9,small,33.37090586,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,266,9,small,50.56438317,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,272,8,small,37.39094247,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,271,8,small,49.98929121,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,277,8,small,30.22781265,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,276,8,small,47.00234027,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,282,8,small,50.10469012,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,281,8,small,35.33439898,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,287,8.5,small,47.60924559,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,286,8.5,small,43.51251074,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,292,9,small,34.20305807,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,291,9,small,53.5800555,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,297,8,small,31.55915462,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,296,8,small,16.8158311,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,301,8,small,58.07971452,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,307,8.5,small,46.68894092,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,306,8.5,small,57.70067668,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,312,8,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,311,8,small,52.56933714,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,317,9,small,34.22525329,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,316,9,small,42.03110633,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,322,8,small,32.59061041,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,321,8,small,42.36849694,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,327,8,small,52.1286272,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,326,8,small,40.13335611,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,332,8,small,50.14956054,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,331,8,small,39.07800232,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,337,9,small,42.29254999,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,336,9,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,342,10.5,small,54.38727706,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,341,10.5,small,53.49197367,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,347,10,small,48.44938107,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,346,10,small,50.25510119,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,352,11,small,49.39452071,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,351,11,small,46.05237009,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,357,9,small,51.5162431,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,356,14,small,35.66453353,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,362,8.5,small,56.84408857,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,361,8.5,small,41.46606362,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,367,8,small,33.7087184,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,control,366,8,small,74.54462932,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,372,8,small,26.54751761,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,371,8,small,48.4501174,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,377,8.5,small,36.482416,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,376,8.5,small,35.2212027,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,382,9,small,43.49782643,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,381,9,small,47.2001563,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,387,9.5,small,45.66402693,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,386,9.5,small,52.54113581,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,392,7.5,small,45.40287061,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Whitedams,CO2,391,7.5,small,47.04958077,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,348,14.5,small,35.50997618,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2016,Acantho,control,353,14,small,24.8855415,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of two 16min sections - 2580-3480 & 3780-4680
LIRS 2014,Chromis,CO2,Tank 1 fish 1,,,62.75768069,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Chromis,CO2,Tank 1 fish 2,,,26.85126066,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Chromis,CO2,Tank 1 fish 3,,,19.6808764,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Chromis,CO2,Tank 1 fish 4,,,23.34500068,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Chromis,control,Tank 4 fish 1,,,30.83430978,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Chromis,control,Tank 4 fish 2,,,78.0608185,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Chromis,control,Tank 4 fish 3,,,4.561910287,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Chromis,control,Tank 4 fish 4,,,38.55235683,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Chromis,control,Tank 4 fish 5,,,49.68808054,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
LIRS 2014,Humbug,control,day 12 tank 4 fish 1,,,56.04107181,"18 min pred trials, mean of 5 through 10 min and 13 through 18 min (i.e., mean of 12 min total)"
