Location,Species,Treatment,Fish_ID,SL_mm,Size_group,Time_in_cue,Comment
LIRS 2016,Whitedams,CO2,292,9,small,31.44370123,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,291,9,small,69,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,297,8,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,296,8,small,18.99484757,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,301,8,small,70.98759013,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,307,8.5,small,34.22818792,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,306,8.5,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,312,8,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,311,8,small,45.65288181,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,317,9,small,3.652792101,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,316,9,small,25.24647682,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,322,8,small,59.68965998,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,321,8,small,80.42566646,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,327,8,small,78.43979933,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,326,8,small,70.70942075,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,332,8,small,84.63663175,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,331,8,small,36.51892475,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,337,9,small,38.75285453,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,336,9,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,342,10.5,small,58.51828686,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,341,10.5,small,54.86712232,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,347,10,small,42.81035675,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,346,10,small,57.21854377,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,352,11,small,46.38103161,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,351,11,small,44.20951366,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,357,9,small,58.70398251,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,356,14,small,53.04212414,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,362,8.5,small,55.89715352,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,361,8.5,small,43.64225621,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,367,8,small,41.51802376,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,366,8,small,74.4549493,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,372,8,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,371,8,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,377,8.5,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,376,8.5,small,33.66197307,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,382,9,small,43.80097636,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,381,9,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,387,9.5,small,45.74290484,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,386,9.5,small,65.03210741,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,392,7.5,small,31.78287348,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,391,7.5,small,56.91049589,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,289,24,medium,28.45833333,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,288,22,medium,61.58238614,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,294,27,medium,45.27027027,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,293,25,medium,45.6302521,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,299,17.5,medium,53.87521095,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,298,22,medium,40.09795189,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,304,18,medium,64.39880206,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,303,22,medium,19.68324308,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,309,20,medium,16.38911773,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,308,23,medium,57.43697479,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,313,23,medium,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,319,28,medium,67.24637681,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,318,28,medium,58.42204481,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,324,22.5,medium,58.12611012,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,323,22,medium,11.65497884,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,328,23,medium,33.97838562,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,334,26,medium,20.52004239,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,333,24,medium,43.90592418,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,339,24,medium,27.16181322,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,338,29,medium,74.25028835,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,344,15,medium,37.35218779,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,343,15,medium,24.81162115,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,349,15,medium,37.13509746,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,348,14.5,small,18.62226957,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,354,15.5,medium,58.05252652,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,353,14,small,14.02838345,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,359,17,medium,32.52911814,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,358,18.5,medium,15.08333333,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,369,16.5,medium,19.04025959,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,368,17,medium,24.77397351,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,374,16.5,medium,50.85740072,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,373,17,medium,23.23150793,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,379,20,medium,77.32060625,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,378,20,medium,9.523461164,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,384,24,medium,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,383,24.5,medium,48.15959214,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,389,26,medium,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,388,25.5,medium,45.38263257,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,394,25,medium,65.08945643,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,393,28,medium,49.90566038,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,290,35,medium,47.89073766,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,295,36,big,9.991138764,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,300,44,big,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,305,31,medium,66.66666667,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,310,35,medium,95.26869159,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,315,40,big,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,320,33,medium,31.43431261,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,325,36,big,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,330,39,big,41.76568043,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,335,35,medium,29.77541479,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,340,40,big,24.68610442,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,control,350,44,big,79.12414966,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,360,39,big,66.80128993,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,365,42,big,26.17845118,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,370,37,big,19.20470909,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Whitedams,CO2,375,37,big,30.05953407,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,385,30,medium,37.18586533,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,390,39,big,50.66666667,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,395,33.5,medium,50.96659507,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
